transaction_id,merchant,memo,category_true,category_pred_baseline,category_pred_logreg,category_pred_lgbm,best_ml_pred,top1_prob,top2_prob,confidence_margin,is_unseen_merchant,sub_type,is_ml_misclassified,error_attribution
323c165a-5d9a-4aae-9270-c9d918bfef6c,Lotus's สุขุมวิท 50,ผลไม้นำเข้าและนมจืด,shopping,other,shopping,shopping,shopping,0.8394,0.0473,0.7921,False,routine,False,ml_wins_baseline_wrong
18cea12b-6622-4ff2-863e-06a81a8a2ade,MK Restaurants,เบอร์เกอร์เนื้อทรัฟเฟิล,food,food,food,food,food,0.7054,0.0859,0.6194,False,wants,False,both_correct
702a1a41-5fa1-4632-840a-a39dc3ac2ca7,McDonald's EmQuartier,ไก่ทอด KFC บักเก็ตพิเศษ,food,food,food,food,food,0.7768,0.0672,0.7096,False,wants,False,both_correct
3c4cfcb5-d4c3-4924-992e-6378b1a3fd49,Sukishi Korean Buffet,Iced Caramel Macchiato Venti,food,food,food,food,food,0.7646,0.0625,0.7021,False,wants,False,both_correct
d6c9f192-2206-4cc8-a2d9-c32a2fef7af0,วินมอเตอร์ไซค์ ซอยสุขุมวิท 21,โอน,transport,other,transport,transport,transport,0.7867,0.0735,0.7133,False,routine,False,ml_wins_baseline_wrong
f1fc96bc-bce0-4cce-9147-b5ed84bc08e3,Spotify Premium TH,ยอดตัดบัญชี,entertainment,entertainment,entertainment,entertainment,entertainment,0.6051,0.1132,0.4919,False,wants,False,both_correct
e67b7a1c-3bee-406f-9fc0-68af7375ab6d,Gourmet Market Siam Paragon,ผลไม้นำเข้าและนมจืด,shopping,other,shopping,shopping,shopping,0.823,0.0505,0.7725,False,routine,False,ml_wins_baseline_wrong
d0fdfce2-3c20-4dd0-bf6c-3936dee47eb8,Lotus's สุขุมวิท 50,ซื้อยาสีฟัน แชมพู และสบู่เหลว,shopping,other,shopping,shopping,shopping,0.86,0.0424,0.8176,False,routine,False,ml_wins_baseline_wrong
fda05fa1-e2c9-43b6-8eec-735037f25b96,Big C Supercenter รัชดา,ผลไม้นำเข้าและนมจืด,shopping,other,shopping,shopping,shopping,0.7807,0.0708,0.7099,False,routine,False,ml_wins_baseline_wrong
4a9daa35-61e2-4993-90ff-6c1e4e50af3e,GrabCar Premium Bangkok,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,transport,transport,transport,transport,transport,0.8232,0.048,0.7752,False,wants,False,both_correct
069d898c-f225-455a-afb7-aa2d3e58ff94,7-Eleven สาขาอโศก,ข้าวต้มปลาอินทรีย์รอบค่ำ,food,food,food,food,food,0.6492,0.09,0.5593,False,routine,False,both_correct
55647a6c-0583-481f-b800-f283cbf98ac8,The Beer Bar Sukhumvit 11,ตั๋วชมภาพยนตร์รอบค่ำ,entertainment,other,entertainment,entertainment,entertainment,0.875,0.037,0.8381,False,wants,False,ml_wins_baseline_wrong
50278684-28df-44ca-b8de-5b5e5adf0582,Amazon Cafe PTT,กะเพราหมูกรอบไข่ดาวไม่สุก,food,food,food,food,food,0.7562,0.0685,0.6876,False,routine,False,both_correct
24385feb-a9a0-4f21-ab22-e4caa2db8a72,Lazada 9.9 Official Store,เครื่องดูดฝุ่นไร้สายกดตอนเที่ยงคืน,shopping,shopping,shopping,shopping,shopping,0.6778,0.1008,0.5771,False,impulse_online,False,both_correct
5a8f28ea-c078-47f9-ab34-29bcd9596287,Big C Supercenter รัชดา,กล่องเก็บของและอุปกรณ์อเนกประสงค์,shopping,other,shopping,shopping,shopping,0.7911,0.0706,0.7205,False,routine,False,ml_wins_baseline_wrong
05cf388c-e4a6-434e-b6e8-cef41797dba5,Uniqlo Central Rama 9,โคมไฟมินิมอลแต่งโต๊ะทำงาน,shopping,shopping,shopping,shopping,shopping,0.7597,0.1021,0.6576,False,wants,False,both_correct
5ec04a89-fa99-4716-b28d-8931459f997d,TikTok Shop Thailand,Flash Sale 00:00 หูฟังบลูทูธ,shopping,shopping,shopping,shopping,shopping,0.611,0.1119,0.4991,False,impulse_online,False,both_correct
4dfc8a7d-dc55-466b-8724-2fe28187b4ee,Muji Central Chidlom,เสื้อเบลเซอร์ทำงานคอลใหม่,shopping,shopping,shopping,shopping,shopping,0.8098,0.064,0.7458,False,wants,False,both_correct
6a0de05d-c596-42e6-8585-53b0540dce7b,ร้านอาหารตามสั่งลุงหนวด,xxx,food,food,food,food,food,0.7224,0.0939,0.6285,False,routine,False,both_correct
c5ac8fd1-da41-485b-a037-3693108442fd,บัตรเครดิต SCB CardX,โอนค่าเช่าคอนโดประจำเดือน,bills,bills,bills,bills,bills,0.917,0.0177,0.8993,False,routine,False,both_correct
77434203-aba0-4c32-83b8-e2cc094b2c08,Momoparadise Central Rama 9,เซ็ตซูชิพรีเมียมแซลมอน 5 คำ,food,shopping,food,food,food,0.7433,0.1091,0.6342,False,wants,False,ml_wins_baseline_wrong
a73a4ced-7491-42b2-93b9-1b39f4204000,Gourmet Market Siam Paragon,ผลไม้นำเข้าและนมจืด,shopping,other,shopping,shopping,shopping,0.823,0.0505,0.7725,False,routine,False,ml_wins_baseline_wrong
91efbcf2-29be-413a-9b22-c7994da4add1,PlayStation Network TH,Netflix Premium รายเดือน 4K,entertainment,entertainment,entertainment,entertainment,entertainment,0.8029,0.0477,0.7552,False,wants,False,both_correct
ff159b4d-54b0-4b21-8c19-095fe23a466c,Shell Station สุขุมวิท,ค่าวินไปหน้าปากซอยสุขุมวิท,transport,transport,transport,transport,transport,0.7279,0.1067,0.6213,False,routine,False,both_correct
0542d7d5-decc-4fab-8b49-1c4bcf6e82bd,Caltex เอกมัย,เติมน้ำมัน E20 รถยนต์ส่วนตัว,transport,transport,transport,transport,transport,0.6455,0.0897,0.5558,False,routine,False,both_correct
519f38f8-1865-4f5c-a850-3ba4d98a1493,3BB Broadband Member,ชำระค่าส่วนกลางคอนโดมิเนียม,bills,bills,bills,bills,bills,0.8353,0.042,0.7933,False,routine,False,both_correct
0aae4088-a6c1-4c37-8cdf-e1e48547831e,Bolt Taxi Express,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,transport,transport,0.8644,0.0357,0.8287,False,wants,False,both_correct
ac1a21ac-4282-4539-b2ac-d71920c452f9,นิติบุคคลอาคารชุด ดิ ไอริส,ชำระยอดบัตรเครดิตยอดเต็ม,bills,bills,bills,bills,bills,0.813,0.0435,0.7696,False,routine,False,both_correct
c90eee66-3120-4fde-b721-a50a12c43b32,บัตรเครดิต SCB CardX,ชำระบิลบัตรเครดิตรายเดือน,bills,bills,bills,bills,bills,0.8546,0.0335,0.8211,False,routine,False,both_correct
5f908511-3675-4383-a29d-127ab9f321d8,โจ๊กสามย่าน สาขา 2,ข้าวราดแกง 2 อย่างไข่ต้ม,food,food,food,food,food,0.8322,0.0465,0.7857,False,routine,False,both_correct
87b77b0b-909f-4db4-8b97-73b12675a944,BTS Skytrain อโศก,เติมน้ำมัน E20 รถยนต์ส่วนตัว,transport,transport,transport,transport,transport,0.7245,0.0676,0.6569,False,routine,False,both_correct
b3a4a65c-1f29-4b2d-b9a7-51b65750f0e7,GrabCar Premium Bangkok,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.8377,0.0449,0.7928,False,wants,False,both_correct
a0ddcfa6-8350-4dc3-83fc-c6a75548c1fd,3BB Broadband Member,ชำระค่าไฟฟ้าประจำเดือน MEA,bills,bills,bills,bills,bills,0.8638,0.0306,0.8332,False,routine,False,both_correct
a06c1e28-e5b1-434b-b7d1-ec361f129fa6,ข้าวมันไก่ตอนประตูน้ำ,บะหมี่เกี๊ยวหมูแดงแห้ง,food,food,food,food,food,0.8413,0.0467,0.7947,False,routine,False,both_correct
1ccca435-0c83-4665-b997-7429fe5dfbde,Line Man Taxi VIP,เรียกรถ GrabCar ไปปาร์ตี้,transport,transport,transport,transport,transport,0.87,0.0333,0.8367,False,wants,False,both_correct
9965c9cc-75ee-435e-ae78-030dbc6b656b,Shell Station สุขุมวิท,เติมน้ำมัน Gasohol 95,transport,transport,transport,transport,transport,0.7427,0.0968,0.646,False,routine,False,both_correct
a918eb8b-469d-46d0-8a03-02233bbaff04,Lineman - ยำกุ้งสดแซ่บลืมผัว,ชานมไข่มุก golden bubble x2,food,food,food,food,food,0.7353,0.078,0.6573,False,impulse_delivery,False,both_correct
51ee5191-735d-41a0-bd5f-3f6327c0f141,Starbucks Reserve,ปิ้งย่างบาร์บีคิวฉลองปิดโปรเจกต์,food,food,food,food,food,0.7957,0.0445,0.7513,False,wants,False,both_correct
c2621009-2861-4dc3-b82f-4a6f482a758b,โจ๊กสามย่าน สาขา 2,แซนด์วิชทูน่ามื้อเช้า,food,other,food,food,food,0.7838,0.0703,0.7135,False,routine,False,ml_wins_baseline_wrong
21092284-b944-4539-9f54-c60b5a5a7719,ที่จอดรถ อาคารเสริมมิตร,Easy Pass เติมเงินทางด่วน,transport,transport,transport,transport,transport,0.8638,0.0364,0.8274,False,routine,False,both_correct
739cd3ff-df4e-46e7-b260-298efcfe6df6,ShopeeFood - McDonald's 24hrs,โอนเงิน,food,food,food,food,food,0.3885,0.2024,0.1861,False,impulse_delivery,False,both_correct
134e6d6d-5a22-44ef-b69d-120a68ba08a0,Netflix Thailand,Spotify Individual Subscription,entertainment,entertainment,entertainment,entertainment,entertainment,0.6507,0.1047,0.5461,False,wants,False,both_correct
1bbb8076-a8ca-476d-bf4a-95e751d8928c,Momoparadise Central Rama 9,เคลียร์ยอด,food,shopping,food,food,food,0.3774,0.3097,0.0677,False,wants,False,ml_wins_baseline_wrong
3bdc54c7-87f5-468d-8c95-97bd4d0ad83a,B2S Think Space,โคมไฟมินิมอลแต่งโต๊ะทำงาน,shopping,other,shopping,shopping,shopping,0.7793,0.0777,0.7016,False,wants,False,ml_wins_baseline_wrong
32883f6a-f650-43e8-b624-ce6988d994e2,Major Cineplex รัชโยธิน,จ่ายเงิน,entertainment,entertainment,entertainment,entertainment,entertainment,0.7784,0.0566,0.7218,False,wants,False,both_correct
fcdd5c27-2956-478e-a49c-648f964114ba,IKEA Bangna,กระเป๋าผ้าแบรนด์ยอดฮิต,shopping,shopping,shopping,shopping,shopping,0.6453,0.0902,0.5551,False,wants,False,both_correct
2a20fb24-8f03-47c3-a40a-f3d47558890a,Amazon Cafe PTT,ข้าวมันไก่เนื้อน่องไม่หนัง,food,food,food,food,food,0.7599,0.0709,0.689,False,routine,False,both_correct
a2e00a02-97c3-4557-87e8-0bb9590ff05b,AirAsia Flight Booking,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.8544,0.0426,0.8119,False,wants,False,both_correct
3a4283d6-8eea-4031-8c06-4c77d1a43cb3,Shell Station สุขุมวิท,ค่าจอดรถรายชั่วโมงอาคาร,transport,transport,transport,transport,transport,0.7704,0.0784,0.6919,False,routine,False,both_correct
ea84f9d0-8c2c-4298-bf89-ab63fe5ed333,Steam Games Store,ตั๋วคอนเสิร์ตอินดี้มิวสิก,entertainment,entertainment,entertainment,entertainment,entertainment,0.7466,0.0686,0.6781,False,wants,False,both_correct
6a40474c-6a8f-470c-874c-cff9580763db,NT Broadband Thailand,ชำระบิลบัตรเครดิตรายเดือน,bills,bills,bills,bills,bills,0.8824,0.0302,0.8522,False,routine,False,both_correct
fa6161cd-0224-4efe-b514-9337a7a885de,Gentlewoman Store,เสื้อเบลเซอร์ทำงานคอลใหม่,shopping,other,shopping,shopping,shopping,0.7395,0.0783,0.6613,False,wants,False,ml_wins_baseline_wrong
4f142483-b97f-4f95-87f1-49571cf5dc09,Caltex เอกมัย,ค่ารถตู้ไปทำงานอนุสาวรีย์,transport,transport,transport,transport,transport,0.6723,0.0836,0.5888,False,routine,False,both_correct
c81a9a25-1fd1-48d4-876d-07a962609692,วินมอเตอร์ไซค์ ซอยสุขุมวิท 21,เติมน้ำมันดีเซลเต็มถัง,transport,transport,transport,transport,transport,0.8347,0.0509,0.7839,False,routine,False,both_correct
6e491c8b-b4ea-4fe7-baaf-3b0d49866488,Caltex เอกมัย,ค่าวินไปหน้าปากซอยสุขุมวิท,transport,transport,transport,transport,transport,0.7354,0.0822,0.6532,False,routine,False,both_correct
e6f7eef8-8d2e-4cdd-8fbd-9708ef3a36d0,Karaoke City Praditmanutham,Spotify Individual Subscription,entertainment,entertainment,entertainment,entertainment,entertainment,0.7426,0.0702,0.6724,False,wants,False,both_correct
a6ea6fe9-5613-4f0e-ade6-b7ce88ec63aa,ร้านข้าวต้มรอบดึก กวงเฮง,ข้าวกล่องเซเว่นพร้อมน้ำดื่ม,food,food,food,food,food,0.7833,0.0656,0.7177,False,routine,False,both_correct
d05f1142-1254-4b34-a03b-26ae07c0692e,AirAsia Flight Booking,เช่ารถขับเที่ยวกับเพื่อน,transport,transport,transport,transport,transport,0.7694,0.0738,0.6955,False,wants,False,both_correct
57ae7a1c-3e33-46f5-bfae-afa3d63a4a94,Haidilao Hot Pot CentralWorld,จ่ายผ่านแอป,food,shopping,food,food,food,0.5555,0.1515,0.404,False,wants,False,ml_wins_baseline_wrong
f880a70b-e1ff-4004-81ed-164c938531bc,ค่าเช่าคอนโด ลุมพินีทาวเวอร์,เบี้ยประกันชีวิตและอุบัติเหตุ,bills,bills,bills,bills,bills,0.9107,0.0233,0.8873,False,routine,False,both_correct
d04723d5-6b77-4547-a2f1-b031a27bcc4d,Major Cineplex รัชโยธิน,YouTube Premium Family,entertainment,entertainment,entertainment,entertainment,entertainment,0.8522,0.0371,0.8151,False,wants,False,both_correct
73ad586b-c4c0-46e0-a3ed-ee2fe81fa8c4,Haidilao Hot Pot CentralWorld,Iced Caramel Macchiato Venti,food,shopping,food,food,food,0.7653,0.0603,0.705,False,wants,False,ml_wins_baseline_wrong
53b81e2a-b23a-4713-aa24-f55a9d3053e7,AIS Fibre Broadband,เคลียร์ยอด,bills,bills,bills,bills,bills,0.3976,0.1547,0.243,False,routine,False,both_correct
40b03841-b43d-4709-b15f-5ccd8a887b5a,Big C Supercenter รัชดา,น้ำยาซักผ้าและปรับผ้านุ่ม,shopping,other,shopping,shopping,shopping,0.8258,0.0486,0.7772,False,routine,False,ml_wins_baseline_wrong
94a690e3-ed8c-4bfb-9f86-ed6d3a429e70,Gourmet Market Siam Paragon,ซื้อยาสีฟัน แชมพู และสบู่เหลว,shopping,other,shopping,shopping,shopping,0.8426,0.0438,0.7987,False,routine,False,ml_wins_baseline_wrong
fb2b2b57-d7ad-4ffa-b6b7-299b2aa19cc9,ชายสี่บะหมี่เกี๊ยว,Iced Black Coffee หวานน้อย,food,food,food,food,food,0.7053,0.0824,0.6229,False,routine,False,both_correct
11591c56-7657-439e-b85c-bfc672ca2360,Momoparadise Central Rama 9,ชาบูหม้อไฟหมาล่าพรีเมียม,food,food,food,food,food,0.7817,0.0889,0.6929,False,wants,False,both_correct
885f9145-a5f7-49b0-924d-050c86b4924c,Amazon Cafe PTT,ข้าวราดแกง 2 อย่างไข่ต้ม,food,food,food,food,food,0.7757,0.0584,0.7172,False,routine,False,both_correct
bf6196e7-2aa3-400f-a588-7610a0b13e09,บัตรเครดิต SCB CardX,เบี้ยประกันสุขภาพรายเดือน,bills,bills,bills,bills,bills,0.7934,0.0444,0.7491,False,routine,False,both_correct
23e36eab-2afa-444c-9e0d-db063c4ac9e1,Gourmet Market Siam Paragon,ซื้อของใช้จำเป็นในห้องน้ำ,shopping,other,shopping,shopping,shopping,0.8545,0.0418,0.8128,False,routine,False,ml_wins_baseline_wrong
6abb4973-9ccc-4205-8056-4c8dd04f1f30,Muji Central Chidlom,ซื้อเสื้อกล้ามและกางเกงสแล็ค,shopping,shopping,shopping,shopping,shopping,0.8142,0.0524,0.7618,False,wants,False,both_correct
8b3737c7-6c92-4fe8-ae16-4d274f47ea52,ค่าธรรมเนียมถอนเงินข้ามเขต,ทำบุญค่าน้ำค่าไฟวัดประจำเดือน,other,other,other,other,other,0.8169,0.0455,0.7714,False,routine,False,both_correct
79dd2c54-04d7-4cb7-851e-080328bf3862,Line Man Taxi VIP,จองตั๋วเครื่องบินไปเที่ยวภูเก็ต,transport,transport,transport,transport,transport,0.8392,0.0459,0.7933,False,wants,False,both_correct
a479fbb5-2550-4f03-82ef-9c52267cb8e8,Apple Store Online TH,ช้อปปิ้งออนไลน์ช่วงลดราคาเที่ยงคืน,shopping,shopping,shopping,shopping,shopping,0.6266,0.1091,0.5175,False,impulse_online,False,both_correct
bea2fffe-4892-4905-8909-1653badc90e9,Caltex เอกมัย,เติมน้ำมัน E20 รถยนต์ส่วนตัว,transport,transport,transport,transport,transport,0.6455,0.0897,0.5558,False,routine,False,both_correct
4e420c2b-78bc-4325-9388-7cef3098a37b,PromptPay โอนเงินส่วนตัว,บริจาคช่วยมูลนิธิการกุศล,other,other,other,other,other,0.8852,0.0282,0.857,False,wants,False,both_correct
27208816-21e6-4e04-a153-3402cdd54cde,Shell Station สุขุมวิท,เติมน้ำมันมอเตอร์ไซค์เต็มถัง,transport,transport,transport,transport,transport,0.8688,0.0429,0.8259,False,routine,False,both_correct
2ff567e7-b920-4ec6-901a-233769398c7c,Big C Supercenter รัชดา,ซื้อยาแก้แพ้และวิตามินซีรวม,shopping,other,shopping,shopping,shopping,0.772,0.074,0.698,False,routine,False,ml_wins_baseline_wrong
a52ef017-a682-4a19-9e55-b88f76c5862e,Amazon Cafe PTT,กาแฟคั่วเข้มแก้วเช้า,food,food,food,food,food,0.6691,0.0936,0.5755,False,routine,False,both_correct
3a1532c3-ed0a-420b-8b2d-d9665a72f706,ที่จอดรถ อาคารเสริมมิตร,M-Flow ชำระค่าผ่านทางด่วน,transport,transport,transport,transport,transport,0.807,0.0479,0.7591,False,routine,False,both_correct
ab528f7e-c8ec-4b7d-9cd1-fea88f2c3de6,Lotus's สุขุมวิท 50,โอน,shopping,other,shopping,shopping,shopping,0.7648,0.096,0.6688,False,routine,False,ml_wins_baseline_wrong
876611ff-8ff3-40c4-83f3-9d12550d49a9,Haidilao Hot Pot CentralWorld,เซ็ตซูชิพรีเมียมแซลมอน 5 คำ,food,shopping,food,food,food,0.7646,0.0634,0.7013,False,wants,False,ml_wins_baseline_wrong
fa5d3ee6-1d37-4c4e-bf5f-e7245bcdbd13,Big C Supercenter รัชดา,,shopping,other,shopping,shopping,shopping,0.6412,0.1325,0.5087,False,routine,False,ml_wins_baseline_wrong
0eda4447-5767-408a-80ec-bbacd8b489c3,Line Man Taxi VIP,เรียกรถ GrabCar ไปปาร์ตี้,transport,transport,transport,transport,transport,0.87,0.0333,0.8367,False,wants,False,both_correct
9c83c57c-40c7-49d7-b6ad-ab8b9a70c673,Gourmet Market Siam Paragon,ซื้อของใช้จำเป็นในห้องน้ำ,shopping,other,shopping,shopping,shopping,0.8545,0.0418,0.8128,False,routine,False,ml_wins_baseline_wrong
016a69bc-029b-454d-b558-0be2e88473a8,PromptPay โอนเงินส่วนตัว,พร้อมเพย์,other,other,other,other,other,0.6215,0.1049,0.5166,False,wants,False,both_correct
5044e91e-a529-4f6a-a329-3b64c40cbeeb,ธนาคารกรุงไทย Krungthai Next,โอนเงินคืนเพื่อนค่าอาหารกลางวัน,other,food,other,other,other,0.8256,0.0432,0.7824,False,routine,False,ml_wins_baseline_wrong
5d327c6e-4041-4197-84bb-2d086ced3339,GrabFood - ชานมไข่มุก KOI The,พิซซ่าถาดกลางหนานุ่มส่งรอบเที่ยงคืน,food,food,food,food,food,0.6191,0.1447,0.4744,False,impulse_delivery,False,both_correct
2cc5d69e-ba30-47ee-99b6-dc9a5d9df43a,Caltex เอกมัย,แตะบัตร MRT สถานีพระราม 9,transport,transport,transport,transport,transport,0.6374,0.1171,0.5203,False,routine,False,both_correct
d7c1f0a4-f6c5-4770-b3a3-4e1a657793c0,Boots Pharmacy พระราม 9,กล่องเก็บของและอุปกรณ์อเนกประสงค์,shopping,shopping,shopping,shopping,shopping,0.8196,0.057,0.7626,False,routine,False,both_correct
ec643153-7c06-4fa2-878e-b34512786b9c,Bar B Q Plaza,ปิ้งย่างบาร์บีคิวฉลองปิดโปรเจกต์,food,entertainment,food,food,food,0.7885,0.0486,0.7399,False,wants,False,ml_wins_baseline_wrong
598388ab-7efb-4522-94ee-07824e189e4e,Momoparadise Central Rama 9,Iced Caramel Macchiato Venti,food,shopping,food,food,food,0.7426,0.1196,0.623,False,wants,False,ml_wins_baseline_wrong
a940fd0f-82a9-4195-af21-45859e61cea8,TrueMove H Postpaid,ค่าแพ็กเกจมือถือรายเดือน 5G,bills,bills,bills,bills,bills,0.7133,0.0705,0.6429,False,routine,False,both_correct
7a272f61-cae5-46d8-bc2b-522cc57b7411,GrabCar Premium Bangkok,นั่ง Taxi Express ช่วงฝนตก,transport,transport,transport,transport,transport,0.8377,0.0449,0.7928,False,wants,False,both_correct
fce8ecef-4199-42d3-afc1-d8f5f729bfca,YouTube Premium Monthly,YouTube Premium Family,entertainment,entertainment,entertainment,entertainment,entertainment,0.5793,0.1186,0.4607,False,wants,False,both_correct
d6777746-987d-40c8-9773-a521acb6016c,Bar B Q Plaza,ชำระเงิน,food,other,food,food,food,0.52,0.1638,0.3562,False,wants,False,ml_wins_baseline_wrong
aeef9b1c-2685-47e3-a47d-90e71b01ceb3,SF Cinema World CentralWorld,Spotify Individual Subscription,entertainment,entertainment,entertainment,entertainment,entertainment,0.7929,0.0606,0.7323,False,wants,False,both_correct
9648fee8-20dc-4d42-a111-051092201b55,ร้านข้าวต้มรอบดึก กวงเฮง,อาหารตามสั่งจานด่วน,food,food,food,food,food,0.8443,0.0402,0.8042,False,routine,False,both_correct
73974e60-01ab-4827-9f90-3adbf2218be0,Tops Supermarket All Seasons,ผลไม้นำเข้าและนมจืด,shopping,other,shopping,shopping,shopping,0.7731,0.0663,0.7069,False,routine,False,ml_wins_baseline_wrong
9a3d7d65-2ace-443e-b8c5-a92b53b43576,The Beer Bar Sukhumvit 11,ตั๋วคอนเสิร์ตอินดี้มิวสิก,entertainment,entertainment,entertainment,entertainment,entertainment,0.8208,0.0536,0.7672,False,wants,False,both_correct
3ca58c4b-cb5e-4d4b-bafe-e38f2a325bd3,ทางด่วน กทพ. Easy Pass,xxx,transport,transport,transport,transport,transport,0.7197,0.082,0.6377,False,routine,False,both_correct
595ea30b-92f1-4d3f-8f8b-b993b27e013e,H&M EmQuartier,โคมไฟมินิมอลแต่งโต๊ะทำงาน,shopping,shopping,shopping,shopping,shopping,0.7493,0.079,0.6703,False,wants,False,both_correct
a482378b-78f0-425c-a6e1-9b8fa52200f7,ชายสี่บะหมี่เกี๊ยว,แซนด์วิชทูน่ามื้อเช้า,food,food,food,food,food,0.723,0.087,0.636,False,routine,False,both_correct
abb54437-9bcd-4072-8504-b3ed91ba1641,Big C Supercenter รัชดา,ซื้อของใช้จำเป็นในห้องน้ำ,shopping,other,shopping,shopping,shopping,0.8118,0.0604,0.7513,False,routine,False,ml_wins_baseline_wrong
f7009384-1b33-4713-98e7-1e234a68ece2,McDonald's EmQuartier,ไก่ทอด KFC บักเก็ตพิเศษ,food,food,food,food,food,0.7768,0.0672,0.7096,False,wants,False,both_correct
f00d0881-8ccb-484a-8ad0-9f6f92e21998,ร้านข้าวราดแกงเมืองตรัง,เคลียร์ยอด,food,food,food,food,food,0.6272,0.0983,0.5289,False,routine,False,both_correct
c62cd198-d279-4df3-81ee-ad3ea10acb3c,Momoparadise Central Rama 9,บุฟเฟต์ปิ้งย่างเกาหลีชุดใหญ่,food,food,food,food,food,0.7674,0.1024,0.665,False,wants,False,both_correct
38e0aa03-0166-4210-b77e-dffce8ea234b,BCP บางจาก พระโขนง,ค่าจอดรถรายชั่วโมงอาคาร,transport,transport,transport,transport,transport,0.7746,0.0592,0.7154,False,routine,False,both_correct
76757547-b75b-4f50-955e-5427308fb58a,TrueMove H Postpaid,ค่าแพ็กเกจมือถือรายเดือน 5G,bills,bills,bills,bills,bills,0.7133,0.0705,0.6429,False,routine,False,both_correct
41c16eeb-08f3-436a-b6d0-045fe38797a8,การประปานครหลวง MWA,โอนค่าเช่าคอนโดประจำเดือน,bills,bills,bills,bills,bills,0.8638,0.0305,0.8333,False,routine,False,both_correct
58237b10-63f8-4c79-97ab-d21ddf100eab,TrueMove H Postpaid,ชำระยอดบัตรเครดิตยอดเต็ม,bills,bills,bills,bills,bills,0.8278,0.0475,0.7803,False,routine,False,both_correct
3f22cb16-962d-47f3-8e54-37036ebec5cd,ค่าเช่าคอนโด ลุมพินีทาวเวอร์,ชำระค่าส่วนกลางคอนโดมิเนียม,bills,bills,bills,bills,bills,0.879,0.0303,0.8487,False,routine,False,both_correct
839752db-96f8-4124-8bbb-a4fb71c92e4b,ชายสี่บะหมี่เกี๊ยว,คืนเพื่อน,food,food,food,shopping,food,0.5256,0.1286,0.397,False,routine,False,both_correct
261a247d-cc8e-4383-8e6e-5694e84f499c,Bolt Taxi Express,Grab VIP เดินทางไปสนามบิน,transport,transport,transport,transport,transport,0.8644,0.0357,0.8287,False,wants,False,both_correct
d3b4969f-e968-4748-ad14-42a7f0f50932,ปตท. PTT Station สาขา 2,เติมน้ำมันดีเซลเต็มถัง,transport,transport,transport,transport,transport,0.7593,0.0813,0.678,False,routine,False,both_correct
7ffcfc12-19d2-4ead-b481-018e6d699f84,บัตรเครดิต SCB CardX,ชำระยอดบัตรเครดิตยอดเต็ม,bills,bills,bills,bills,bills,0.8106,0.0531,0.7575,False,routine,False,both_correct
dfb03454-aa71-4e09-885b-2a6e1d64d1ec,โจ๊กสามย่าน สาขา 2,โจ๊กหมูใส่ไข่เยี่ยวม้า,food,other,food,food,food,0.8155,0.0502,0.7653,False,routine,False,ml_wins_baseline_wrong
49cfada6-c7ec-4f6b-8f10-4af7e8137c6d,ตู้เติมเงิน บุญเติม,ทำบุญค่าน้ำค่าไฟวัดประจำเดือน,other,bills,other,other,other,0.6717,0.1078,0.5639,False,routine,False,ml_wins_baseline_wrong
477c0f82-9536-410f-b003-b84ec8af8fe9,Starbucks Reserve,ดินเนอร์ร้านอาหารอิตาเลียน,food,food,food,food,food,0.742,0.0749,0.6671,False,wants,False,both_correct
1fc0642c-ba55-4d02-87eb-9c05f5d5da7e,โอนร่วมบุญผ้าป่าวัดป่า,โอนเงิน,other,other,other,other,other,0.8794,0.0282,0.8511,False,wants,False,both_correct
60d18e07-910f-46d8-bfff-1fef4e69e2e5,Sukishi Korean Buffet,ไก่ทอด KFC บักเก็ตพิเศษ,food,food,food,food,food,0.781,0.0522,0.7288,False,wants,False,both_correct
53c93a33-f747-4171-b6d1-4306dddc8707,YouTube Premium Monthly,ซื้อเกมลดราคาบน Steam Store,entertainment,entertainment,entertainment,entertainment,entertainment,0.783,0.0776,0.7055,False,wants,False,both_correct
a360312c-145f-4ecd-8d1b-f695132416c0,ZARA Siam Paragon,จ่ายผ่านแอป,shopping,shopping,shopping,food,shopping,0.3455,0.2344,0.1111,True,wants,False,both_correct
2def9d05-631a-4b33-bc29-43dae07a3a2c,Sushi Masa Thonglor,ไก่ทอด KFC บักเก็ตพิเศษ,food,food,food,food,food,0.6765,0.078,0.5984,True,wants,False,both_correct
ee19981a-0c4d-487e-b45d-b98bd4b0dbba,Nok Air Ticket,เช่ารถขับเที่ยวกับเพื่อน,transport,other,transport,food,transport,0.5106,0.1658,0.3449,True,wants,False,ml_wins_baseline_wrong
b4eaab79-8ca9-488b-8063-db6292d86ebb,ก๋วยเตี๋ยวเรืออยุธยา รสเด็ด,ข้าวมันไก่เนื้อน่องไม่หนัง,food,food,food,food,food,0.6599,0.109,0.551,True,routine,False,both_correct
1bd56a9e-8ca4-4805-94bb-391af2cc420b,MRT Bangkok พระราม 9,Easy Pass เติมเงินทางด่วน,transport,transport,transport,transport,transport,0.7287,0.084,0.6447,True,routine,False,both_correct
